policy_id,customer_id,policy_type,premium_amount,start_date,end_date,agent_id
22809,23949,Vehicle,17319.06493980001,2023-06-15,2024-06-14,139
22810,10590,Property,11707.157279168672,2020-04-29,2021-04-29,226
22811,14137,Vehicle,28436.805174350236,2023-07-25,2024-07-24,292
22812,116,Vehicle,17040.952182568984,2022-12-06,2023-12-06,51
22813,17569,Health,14680.943639116373,2022-06-03,2023-06-03,328
22814,22199,Vehicle,11076.9457996014,2022-08-19,2023-08-19,391
22815,21994,Vehicle,18122.54516489568,2024-07-05,2025-07-05,319
22816,22166,Vehicle,20031.10315602349,2024-08-03,2025-08-03,476
22817,11844,Vehicle,19555.43430045297,2025-01-09,2026-01-09,148
22818,21786,Health,10911.993491314935,2020-05-02,2021-05-02,266
22819,21591,Health,13543.28214422729,2022-04-01,2023-04-01,415
22820,12779,Health,17036.205750995126,2024-08-27,2025-08-27,26
22821,11267,Property,7800.589216892286,2020-12-29,2021-12-29,314
22822,8293,Property,5000.0,2023-04-01,2024-03-31,491
22823,15404,Property,9411.9087182936,2023-09-12,2024-09-11,377
22824,9921,Health,13976.29545828444,2022-07-10,2023-07-10,16
22825,20173,Vehicle,15817.68048340331,2020-09-18,2021-09-18,354
22826,3563,Vehicle,12042.475380241456,2020-09-06,2021-09-06,299
22827,7674,Property,9777.40114173462,2020-09-08,2021-09-08,463
22828,11391,Health,8848.769623471077,2023-02-24,2024-02-24,216
22829,5294,Vehicle,17282.637901130474,2022-08-17,2023-08-17,47
22830,8310,Health,13600.295608960165,2023-10-28,2024-10-27,151
22831,12313,Property,6370.616460986792,2023-12-10,2024-12-09,1
22832,24846,Vehicle,25908.8651398578,2020-08-24,2021-08-24,229
22833,12513,Property,12426.21662973407,2024-07-03,2025-07-03,319
22834,11017,Vehicle,18286.507149041016,2025-12-06,2026-12-06,111
22835,6774,Vehicle,22918.5418081642,2021-02-22,2022-02-22,377
22836,6889,Property,13206.651131594375,2020-12-15,2021-12-15,432
22837,19635,Vehicle,25523.51929056528,2023-07-06,2024-07-05,438
22838,3715,Vehicle,20122.171635979383,2020-03-15,2021-03-15,382
22839,3432,Property,15689.870125386326,2025-09-21,2026-09-21,250
22840,2726,Property,15332.825088040918,2025-03-02,2026-03-02,307
22841,14377,Vehicle,17814.915732877464,2021-11-20,2022-11-20,1
22842,19331,Health,21064.10978238304,2021-08-26,2022-08-26,277
22843,12239,Vehicle,12694.272174371872,2025-11-26,2026-11-26,330
22844,24109,Vehicle,31761.28830512682,2021-08-29,2022-08-29,103
22845,5944,Vehicle,16731.63096633958,2021-08-07,2022-08-07,231
22846,19567,Vehicle,25248.12800073444,2020-12-31,2021-12-31,478
22847,16193,Health,9418.007454436389,2024-01-06,2025-01-05,264
22848,20325,Health,14995.451937865855,2021-04-26,2022-04-26,202
22849,8910,Vehicle,32815.82295432442,2024-09-25,2025-09-25,336
22850,16746,Property,6643.326442249285,2022-02-06,2023-02-06,470
22851,3899,Health,21334.929564666996,2024-08-29,2025-08-29,96
22852,21234,Property,11118.986678647449,2023-02-03,2024-02-03,183
22853,11605,Vehicle,21179.145546517357,2023-02-27,2024-02-27,292
22854,17793,Vehicle,6923.7927320339295,2023-07-29,2024-07-28,376
22855,5082,Vehicle,20300.99754771248,2021-07-29,2022-07-29,73
22856,13888,Vehicle,23756.99712908273,2020-12-03,2021-12-03,62
22857,14415,Vehicle,18670.457342735197,2021-05-11,2022-05-11,196
22858,963,Vehicle,20336.71944109485,2020-01-04,2021-01-03,416
22859,17294,Health,15119.118074604969,2024-03-11,2025-03-11,326
22860,1655,Vehicle,22253.728568293274,2021-01-19,2022-01-19,280
22861,19484,Property,7796.921201831952,2020-02-29,2021-02-28,278
22862,519,Vehicle,14312.887236299686,2022-11-25,2023-11-25,102
22863,14387,Property,11124.360502137964,2025-09-26,2026-09-26,219
22864,1759,Health,15941.07430055954,2023-10-21,2024-10-20,164
22865,4708,Health,13940.070062383167,2020-09-17,2021-09-17,232
22866,17332,Property,12100.930317620758,2025-08-25,2026-08-25,195
22867,13293,Vehicle,24069.77494269625,2020-01-05,2021-01-04,140
22868,4223,Health,18771.37772819359,2023-12-17,2024-12-16,145
22869,19502,Property,7002.852550483392,2021-05-05,2022-05-05,23
22870,10290,Property,7163.946944802636,2020-07-01,2021-07-01,429
22871,16101,Health,20649.08960041182,2020-11-09,2021-11-09,185
22872,12981,Health,15912.748926364466,2025-04-20,2026-04-20,435
22873,683,Health,19013.32201605925,2025-02-14,2026-02-14,303
22874,8056,Vehicle,24742.90366015581,2021-11-28,2022-11-28,126
22875,585,Health,13578.371430282275,2022-12-31,2023-12-31,387
22876,2849,Vehicle,19118.821733257173,2024-10-22,2025-10-22,180
22877,1951,Vehicle,23732.409977770945,2024-09-02,2025-09-02,110
22878,22054,Vehicle,13465.274447181242,2024-10-24,2025-10-24,300
22879,11166,Health,14025.965268857102,2020-03-01,2021-03-01,110
22880,15784,Property,7247.957260732889,2020-12-30,2021-12-30,167
22881,20736,Vehicle,25651.536190060644,2022-10-11,2023-10-11,440
22882,17533,Property,9904.537048294613,2024-12-31,2025-12-31,87
22883,2238,Property,9391.972044380247,2024-07-05,2025-07-05,35
22884,12077,Health,16159.87741928263,2023-03-30,2024-03-29,176
22885,22220,Vehicle,23583.76004004699,2021-05-24,2022-05-24,282
22886,23704,Property,7265.328722044493,2023-03-09,2024-03-08,374
22887,13534,Property,10803.26292003084,2022-06-17,2023-06-17,36
22888,17408,Vehicle,19495.49557369531,2023-02-05,2024-02-05,253
22889,11317,Vehicle,25925.327194992235,2023-03-10,2024-03-09,475
22890,23588,Property,10639.284375489173,2021-05-13,2022-05-13,392
22891,16927,Vehicle,22178.921688938764,2024-07-17,2025-07-17,323
22892,14383,Health,14436.191643794413,2025-11-12,2026-11-12,470
22893,10459,Property,8378.036237072529,2020-08-13,2021-08-13,370
22894,14698,Vehicle,17764.120219148546,2021-08-21,2022-08-21,25
22895,3463,Vehicle,14837.81988004856,2021-11-09,2022-11-09,283
22896,9823,Vehicle,26154.699657500176,2024-06-01,2025-06-01,336
22897,21660,Vehicle,24061.73115044528,2020-12-04,2021-12-04,137
22898,3137,Vehicle,22391.859942891657,2023-12-13,2024-12-12,11
22899,793,Property,8209.769738902109,2024-03-12,2025-03-12,242
22900,16165,Vehicle,16030.336050570902,2023-03-20,2024-03-19,298
22901,14953,Property,10701.486596212118,2024-02-17,2025-02-16,7
22902,11003,Vehicle,15635.03639667454,2020-03-13,2021-03-13,461
22903,19023,Vehicle,27767.933203960554,2024-08-03,2025-08-03,339
22904,7268,Vehicle,15686.400472337657,2024-09-26,2025-09-26,479
22905,24229,Vehicle,22841.966869690565,2025-05-21,2026-05-21,476
22906,21848,Vehicle,16745.76375557876,2025-03-20,2026-03-20,420
22907,12178,Vehicle,15878.143605244648,2021-09-28,2022-09-28,279
22908,17468,Vehicle,17461.061846789045,2023-06-07,2024-06-06,156
22909,2921,Property,10433.325694253155,2020-03-11,2021-03-11,131
22910,10143,Vehicle,17417.427372785336,2020-02-09,2021-02-08,160
22911,13979,Property,10830.22036558086,2024-01-11,2025-01-10,497
22912,20048,Health,10153.34082136539,2020-12-30,2021-12-30,203
22913,3236,Vehicle,21546.559651739448,2021-05-31,2022-05-31,293
22914,5266,Property,8015.22889410055,2020-08-16,2021-08-16,216
22915,839,Vehicle,22417.78051580876,2024-10-06,2025-10-06,377
22916,11814,Health,13029.664479579398,2021-11-25,2022-11-25,78
22917,9519,Vehicle,18888.786816839543,2021-04-06,2022-04-06,53
22918,3521,Vehicle,18070.240746195097,2021-05-04,2022-05-04,357
22919,7460,Health,16630.668450397683,2025-06-18,2026-06-18,254
22920,21550,Vehicle,24665.37712505282,2021-10-29,2022-10-29,294
22921,17623,Health,11389.468227063026,2022-11-12,2023-11-12,396
22922,1453,Vehicle,17092.955778357646,2023-09-26,2024-09-25,157
22923,16647,Vehicle,17167.98104549502,2023-03-11,2024-03-10,118
22924,23173,Health,14738.296728928706,2020-07-10,2021-07-10,25
22925,21978,Health,14877.602255100115,2024-10-20,2025-10-20,191
22926,3020,Vehicle,16688.19902367748,2022-09-05,2023-09-05,100
22927,23317,Vehicle,24766.521659241454,2024-03-03,2025-03-03,131
22928,6961,Property,14090.069105291392,2023-09-14,2024-09-13,211
22929,4008,Vehicle,20402.609955373195,2025-08-15,2026-08-15,469
22930,10956,Vehicle,13729.469003820792,2023-09-28,2024-09-27,168
22931,2474,Vehicle,14275.95201334894,2021-04-27,2022-04-27,271
22932,11632,Vehicle,23380.519071887586,2020-04-21,2021-04-21,492
22933,22472,Health,15146.635073594676,2021-07-29,2022-07-29,142
22934,20383,Vehicle,20367.861094827545,2024-06-17,2025-06-17,395
22935,10648,Property,9844.732734790652,2021-09-04,2022-09-04,102
22936,19097,Vehicle,28975.633330490884,2025-08-21,2026-08-21,3
22937,3711,Vehicle,19451.43768769141,2024-10-15,2025-10-15,1
22938,5103,Vehicle,19232.587536174127,2020-08-28,2021-08-28,103
22939,18500,Health,21366.575653130058,2022-12-31,2023-12-31,178
22940,581,Health,17482.011177660093,2020-05-19,2021-05-19,235
22941,21829,Vehicle,16360.465647129942,2023-05-16,2024-05-15,326
22942,17552,Health,14355.687548693715,2020-07-27,2021-07-27,456
22943,1503,Health,11328.551520844092,2025-06-14,2026-06-14,469
22944,23678,Vehicle,15110.873949170187,2025-05-25,2026-05-25,322
22945,12773,Vehicle,22481.25382566489,2025-05-08,2026-05-08,75
22946,15413,Vehicle,15932.450307435618,2020-01-28,2021-01-27,169
22947,20782,Vehicle,14974.852753295276,2024-06-02,2025-06-02,130
22948,4394,Health,17645.81071816687,2022-10-06,2023-10-06,202
22949,6546,Property,5000.0,2021-03-09,2022-03-09,389
22950,12305,Vehicle,19444.81515432685,2025-06-09,2026-06-09,353
22951,20346,Vehicle,25406.6970210525,2024-03-01,2025-03-01,437
22952,1569,Vehicle,19864.623747803213,2025-09-04,2026-09-04,359
22953,15047,Vehicle,16898.78108797554,2020-08-04,2021-08-04,333
22954,10395,Vehicle,22045.68929256669,2025-02-23,2026-02-23,197
22955,5532,Vehicle,13327.970287454084,2024-09-18,2025-09-18,22
22956,4427,Property,5074.4115326413685,2022-03-31,2023-03-31,104
22957,9451,Vehicle,25441.55517753076,2021-06-04,2022-06-04,453
22958,2930,Property,13854.972061138107,2022-02-28,2023-02-28,227
22959,22450,Property,13570.331168059523,2020-11-15,2021-11-15,111
22960,18665,Vehicle,13305.560471970512,2024-06-27,2025-06-27,256
22961,10290,Health,18271.375896657828,2023-01-21,2024-01-21,221
22962,7929,Vehicle,25060.22144067813,2022-05-16,2023-05-16,408
22963,22224,Property,9023.924219242164,2023-06-08,2024-06-07,22
22964,3410,Vehicle,25067.005770963093,2023-09-08,2024-09-07,482
22965,18131,Health,11603.320547354058,2022-10-08,2023-10-08,467
22966,7438,Vehicle,16057.98720317206,2020-01-30,2021-01-29,3
22967,11596,Property,5000.0,2025-01-19,2026-01-19,370
22968,18141,Health,18063.124681561207,2024-03-06,2025-03-06,100
22969,7453,Health,11921.916479976568,2025-05-31,2026-05-31,315
22970,18227,Property,10247.735785568608,2023-10-01,2024-09-30,228
22971,22722,Health,15836.509215031356,2024-07-15,2025-07-15,478
22972,2662,Vehicle,21408.244867684927,2020-08-30,2021-08-30,310
22973,3220,Health,18804.58799778797,2024-03-04,2025-03-04,228
22974,15723,Vehicle,20464.315168081368,2022-02-05,2023-02-05,364
22975,11319,Vehicle,17579.504045302256,2021-05-15,2022-05-15,220
22976,6956,Property,8935.46919740258,2021-06-21,2022-06-21,22
22977,24827,Vehicle,20169.208560609277,2025-06-15,2026-06-15,270
22978,1875,Health,9846.837930748796,2022-12-07,2023-12-07,255
22979,10707,Vehicle,26381.825823765696,2024-09-03,2025-09-03,199
22980,17619,Vehicle,18428.928918629208,2024-02-16,2025-02-15,476
22981,12957,Health,8569.089352007344,2021-02-27,2022-02-27,274
22982,20876,Vehicle,26709.15127144981,2022-03-06,2023-03-06,308
22983,8794,Vehicle,25901.613710969665,2022-12-21,2023-12-21,331
22984,16557,Vehicle,15186.304508332198,2024-08-17,2025-08-17,450
22985,234,Property,10287.64464744101,2021-10-15,2022-10-15,288
22986,10419,Health,15664.331659520194,2025-09-14,2026-09-14,229
22987,10714,Health,19873.970877363103,2020-03-21,2021-03-21,151
22988,16011,Vehicle,24716.520360100312,2024-10-01,2025-10-01,234
22989,11715,Vehicle,23465.120260452928,2022-09-02,2023-09-02,363
22990,3001,Vehicle,28301.592183427365,2020-08-28,2021-08-28,84
22991,15212,Vehicle,26588.35267671383,2024-12-18,2025-12-18,470
22992,11306,Health,15432.059521288182,2025-08-16,2026-08-16,256
22993,228,Vehicle,25888.94347417561,2022-01-17,2023-01-17,174
22994,13696,Vehicle,21297.7640071695,2025-09-05,2026-09-05,100
22995,11437,Health,19422.81335364348,2020-08-22,2021-08-22,144
22996,23029,Health,19229.876304981917,2025-03-30,2026-03-30,271
22997,16598,Vehicle,22569.15861269116,2020-06-27,2021-06-27,444
22998,23415,Vehicle,9055.255573654978,2024-10-08,2025-10-08,123
22999,14241,Vehicle,16824.52082441089,2020-07-03,2021-07-03,27
23000,11228,Property,9807.07485510182,2020-08-07,2021-08-07,450
23001,19849,Vehicle,10360.65223285116,2025-05-12,2026-05-12,398
23002,931,Vehicle,17849.9617164605,2023-11-12,2024-11-11,461
23003,8687,Vehicle,24608.55189888039,2025-03-24,2026-03-24,385
23004,8611,Vehicle,16287.064921504649,2021-03-04,2022-03-04,229
23005,1131,Health,15528.589049177004,2025-06-29,2026-06-29,272
23006,17493,Property,15292.411116642235,2022-06-06,2023-06-06,477
23007,18921,Health,13049.447747554012,2022-10-27,2023-10-27,452
23008,12079,Property,11615.75736062826,2025-04-18,2026-04-18,393
23009,6208,Health,10940.448519917736,2021-04-03,2022-04-03,75
23010,18613,Health,11497.295943379206,2020-09-30,2021-09-30,200
23011,256,Vehicle,20930.223742819628,2022-11-09,2023-11-09,347
23012,2585,Health,17771.50077196388,2021-10-13,2022-10-13,411
23013,23719,Health,11967.458784891813,2024-03-31,2025-03-31,201
23014,9270,Vehicle,22713.66551706758,2023-09-27,2024-09-26,33
23015,10365,Health,20293.65044997505,2024-08-01,2025-08-01,157
23016,15783,Vehicle,23671.03111133596,2025-05-02,2026-05-02,462
23017,2987,Vehicle,20291.92233895869,2025-09-27,2026-09-27,168
23018,13238,Health,16466.414378129393,2021-12-05,2022-12-05,237
23019,16903,Property,9257.802050801554,2025-12-01,2026-12-01,467
23020,3506,Health,18447.28466976216,2021-02-26,2022-02-26,203
23021,22731,Health,5000.0,2024-02-20,2025-02-19,488
23022,16058,Health,21303.76798330444,2021-12-10,2022-12-10,312
23023,4652,Vehicle,17508.313141648297,2023-12-15,2024-12-14,458
23024,22813,Property,8624.224184758667,2021-02-11,2022-02-11,432
23025,1367,Health,21078.65323012869,2025-10-06,2026-10-06,168
23026,17856,Property,15580.030304248505,2023-01-01,2024-01-01,220
23027,5418,Vehicle,17973.73612696192,2025-10-10,2026-10-10,94
23028,3713,Vehicle,19337.50157217355,2023-05-10,2024-05-09,200
23029,5759,Health,16528.83436200931,2023-08-10,2024-08-09,446
23030,23857,Health,10710.01472962834,2023-02-02,2024-02-02,57
23031,20527,Vehicle,15431.404618567736,2022-07-14,2023-07-14,443
23032,10768,Health,10093.732542225138,2025-06-15,2026-06-15,326
23033,15086,Vehicle,15371.101796565548,2025-08-10,2026-08-10,121
23034,8033,Vehicle,21687.64432310225,2023-02-14,2024-02-14,248
23035,15280,Health,13779.944529426772,2022-05-03,2023-05-03,2
23036,8899,Health,14643.129444495724,2024-08-10,2025-08-10,18
23037,15521,Vehicle,24002.312802991728,2020-11-28,2021-11-28,374
23038,23555,Property,8460.191380448183,2023-11-04,2024-11-03,455
23039,21360,Vehicle,16090.663373992758,2022-06-04,2023-06-04,28
23040,4827,Vehicle,27700.403753007315,2022-02-15,2023-02-15,242
23041,11779,Vehicle,18991.53688562308,2020-12-01,2021-12-01,127
23042,17148,Health,19624.006796523525,2022-04-18,2023-04-18,437
23043,16979,Vehicle,24291.26169036069,2025-11-19,2026-11-19,15
23044,7868,Vehicle,9506.957190554596,2020-09-23,2021-09-23,112
23045,22093,Vehicle,21144.197860130796,2024-04-09,2025-04-09,471
23046,18540,Vehicle,23653.725164585994,2021-05-29,2022-05-29,241
23047,2110,Property,7913.652353324644,2023-10-26,2024-10-25,495
23048,9674,Health,18151.44391659504,2021-04-23,2022-04-23,377
23049,18620,Vehicle,19222.27073478961,2021-12-13,2022-12-13,22
23050,3541,Property,11878.18383574349,2021-09-07,2022-09-07,104
23051,7279,Property,7621.278001450035,2025-06-08,2026-06-08,83
23052,22618,Health,21337.136259893163,2023-09-23,2024-09-22,495
23053,21749,Property,11941.13699511958,2023-07-10,2024-07-09,204
23054,5125,Vehicle,25478.3525024622,2023-03-05,2024-03-04,203
23055,9786,Property,11788.12716109822,2024-07-28,2025-07-28,55
23056,9011,Property,17102.22119601394,2020-01-27,2021-01-26,387
23057,569,Vehicle,27729.054313040968,2025-12-12,2026-12-12,436
23058,18324,Property,6266.740174755258,2025-06-02,2026-06-02,285
23059,9049,Vehicle,20195.78205302267,2023-06-28,2024-06-27,360
23060,18655,Vehicle,22164.532219731533,2023-03-25,2024-03-24,320
23061,19870,Health,11473.735805012057,2021-05-08,2022-05-08,393
23062,23612,Property,12519.793970673996,2021-06-12,2022-06-12,469
23063,16468,Vehicle,19584.74410244852,2024-08-19,2025-08-19,473
23064,8080,Property,12879.510587730512,2025-08-14,2026-08-14,269
23065,21932,Health,13150.44878126333,2022-05-31,2023-05-31,190
23066,10010,Property,10273.744011397484,2020-10-08,2021-10-08,210
23067,1538,Vehicle,19374.462283652687,2022-05-21,2023-05-21,319
23068,9051,Property,9666.89655806308,2020-02-19,2021-02-18,115
23069,9786,Vehicle,16228.860727547952,2020-11-28,2021-11-28,185
23070,15334,Property,13003.556400393654,2022-08-05,2023-08-05,153
23071,11301,Vehicle,15814.159861440448,2024-06-28,2025-06-28,443
23072,24894,Property,11345.125870769183,2022-09-30,2023-09-30,262
23073,8476,Vehicle,19094.432146077223,2022-08-07,2023-08-07,402
23074,4790,Property,6330.498864034142,2024-09-10,2025-09-10,134
23075,20939,Vehicle,15729.879453253774,2022-12-11,2023-12-11,372
23076,11950,Property,6319.499800362047,2025-01-25,2026-01-25,113
23077,5910,Health,20279.277666068883,2025-04-22,2026-04-22,195
23078,14093,Property,10636.277178242362,2024-06-12,2025-06-12,365
23079,4908,Vehicle,19572.353570286792,2023-09-16,2024-09-15,406
23080,11586,Health,12925.640340608434,2025-06-14,2026-06-14,130
23081,2451,Property,12014.26016915875,2023-08-04,2024-08-03,280
23082,8644,Property,11043.561383581551,2022-03-15,2023-03-15,42
23083,21532,Vehicle,19598.249122496745,2020-11-02,2021-11-02,436
23084,17092,Health,16076.672830536005,2025-12-12,2026-12-12,128
23085,11049,Property,12001.990752522754,2020-07-31,2021-07-31,368
23086,12392,Property,11646.223515088326,2025-09-11,2026-09-11,261
23087,10714,Health,9789.84414625046,2020-02-19,2021-02-18,18
23088,4167,Vehicle,15625.144454870182,2020-08-14,2021-08-14,200
23089,16341,Health,12647.470929037849,2023-08-19,2024-08-18,104
23090,5151,Vehicle,20323.208936090195,2025-04-06,2026-04-06,95
23091,7070,Health,11702.219432493575,2022-03-13,2023-03-13,442
23092,23852,Health,15964.229003008695,2024-03-01,2025-03-01,194
23093,435,Vehicle,22183.784187648733,2025-04-23,2026-04-23,325
23094,7628,Health,5503.102322324541,2024-08-21,2025-08-21,351
23095,17937,Vehicle,15772.04605547597,2022-11-14,2023-11-14,233
23096,20667,Vehicle,20497.4585274062,2023-09-21,2024-09-20,407
23097,7346,Vehicle,21559.524279320554,2022-02-24,2023-02-24,13
23098,11382,Property,9355.43792072362,2020-03-01,2021-03-01,333
23099,9284,Vehicle,18452.85347783056,2020-09-23,2021-09-23,115
23100,19958,Health,17946.570511501945,2021-06-09,2022-06-09,381
23101,9914,Property,9359.551237821524,2021-06-20,2022-06-20,470
23102,18000,Vehicle,30526.41203621725,2020-04-30,2021-04-30,34
23103,21832,Vehicle,10148.862071216514,2020-11-03,2021-11-03,74
23104,19129,Property,10651.005212870556,2025-11-10,2026-11-10,459
23105,11172,Health,17094.77333935685,2022-05-03,2023-05-03,353
23106,16953,Property,7625.489112795785,2022-07-14,2023-07-14,218
23107,8398,Health,11126.539245029076,2021-06-14,2022-06-14,10
23108,2918,Vehicle,27136.14009153945,2024-12-15,2025-12-15,175
23109,14285,Property,10169.41098948238,2022-01-24,2023-01-24,362
23110,6741,Vehicle,18906.88167085292,2024-05-14,2025-05-14,310
23111,853,Vehicle,22466.237795779576,2025-10-20,2026-10-20,151
23112,555,Vehicle,22689.32413421799,2023-07-01,2024-06-30,245
23113,18368,Property,12016.422787897063,2024-09-23,2025-09-23,37
23114,13866,Health,16443.390741810963,2022-11-12,2023-11-12,46
23115,4645,Health,16324.799558797244,2025-03-08,2026-03-08,85
23116,2000,Health,13545.060149787176,2020-09-28,2021-09-28,81
23117,10675,Property,12115.145092532695,2023-07-21,2024-07-20,119
23118,4812,Vehicle,23206.66091236872,2022-02-10,2023-02-10,423
23119,7620,Health,10146.957734362808,2020-02-17,2021-02-16,116
23120,4460,Property,11956.317780983934,2025-02-10,2026-02-10,466
23121,309,Vehicle,25618.40196036925,2023-05-31,2024-05-30,11
23122,6329,Health,12155.59555194688,2020-07-21,2021-07-21,482
23123,4275,Vehicle,23013.81959676683,2021-01-12,2022-01-12,390
23124,9635,Property,7548.117156376006,2024-11-10,2025-11-10,384
23125,2920,Health,11452.542655505096,2024-12-08,2025-12-08,267
23126,11241,Vehicle,19696.732713174093,2024-12-22,2025-12-22,95
23127,14885,Vehicle,18877.59499747581,2025-07-17,2026-07-17,58
23128,24953,Property,10872.135180890222,2025-01-12,2026-01-12,35
23129,15438,Vehicle,22467.354300328425,2021-05-05,2022-05-05,476
23130,14612,Health,16456.476528361884,2023-08-06,2024-08-05,336
23131,11695,Health,20146.3968562506,2024-07-29,2025-07-29,314
23132,12094,Health,17356.340786936264,2023-08-12,2024-08-11,376
23133,15832,Vehicle,24326.21863725176,2022-10-03,2023-10-03,314
23134,22168,Vehicle,24044.29566952532,2023-09-23,2024-09-22,210
23135,11580,Vehicle,17494.347390618477,2020-04-20,2021-04-20,151
23136,9751,Vehicle,18273.64020521356,2023-08-22,2024-08-21,119
23137,10663,Health,8251.999002962264,2020-11-19,2021-11-19,285
23138,18501,Health,7931.166018290084,2021-11-17,2022-11-17,427
23139,20467,Property,7086.170777404213,2022-07-28,2023-07-28,20
23140,17201,Vehicle,24197.364352922574,2023-03-14,2024-03-13,283
23141,14991,Health,25935.487869714576,2025-02-17,2026-02-17,55
23142,11985,Health,13048.103994908268,2021-06-12,2022-06-12,425
23143,17177,Vehicle,24204.296957071758,2023-12-03,2024-12-02,180
23144,13325,Vehicle,19969.982658856447,2025-02-02,2026-02-02,35
23145,20691,Property,15125.06941105959,2023-05-07,2024-05-06,413
23146,10623,Vehicle,26284.850190397214,2020-03-02,2021-03-02,40
23147,23506,Vehicle,15311.453922740438,2024-04-21,2025-04-21,122
23148,17589,Property,12632.803725102072,2020-10-12,2021-10-12,269
23149,15457,Vehicle,15187.831407021367,2024-02-06,2025-02-05,376
23150,2190,Vehicle,20583.65862119903,2022-10-25,2023-10-25,34
23151,8309,Vehicle,24499.94699587977,2023-06-24,2024-06-23,180
23152,14927,Health,10454.800706578995,2022-10-10,2023-10-10,267
23153,236,Property,5837.660549433581,2022-06-28,2023-06-28,149
23154,18825,Health,13607.759771842788,2023-02-25,2024-02-25,365
23155,2369,Health,16219.751466694886,2025-11-14,2026-11-14,167
23156,16875,Vehicle,28687.12603367118,2022-07-19,2023-07-19,356
23157,7488,Vehicle,17686.476322484705,2020-11-19,2021-11-19,100
23158,14901,Health,21285.10840700273,2020-10-22,2021-10-22,56
23159,11551,Vehicle,15987.75850188886,2024-12-31,2025-12-31,265
23160,21022,Vehicle,27676.73629787301,2025-03-05,2026-03-05,451
23161,17657,Health,13956.922932548772,2023-01-09,2024-01-09,39
23162,17537,Property,12367.468572683983,2020-08-17,2021-08-17,232
23163,2285,Vehicle,15122.42082909058,2024-08-10,2025-08-10,261
23164,10667,Vehicle,15688.300944821784,2025-09-12,2026-09-12,264
23165,17672,Health,18582.642372139737,2025-04-15,2026-04-15,411
23166,21244,Vehicle,16072.521584205097,2021-12-27,2022-12-27,472
23167,23352,Vehicle,14513.809133974575,2024-03-21,2025-03-21,464
23168,17445,Vehicle,26044.659768114347,2022-05-14,2023-05-14,416
23169,21018,Health,13484.154510902365,2020-04-20,2021-04-20,121
23170,1528,Vehicle,24945.295475987303,2021-09-07,2022-09-07,222
23171,6226,Health,10167.122307482125,2024-05-20,2025-05-20,338
23172,1695,Vehicle,20331.824497146168,2025-03-27,2026-03-27,409
23173,393,Property,10073.562239886343,2023-02-05,2024-02-05,171
23174,8619,Property,15622.373843130812,2022-10-17,2023-10-17,35
23175,7655,Health,17057.769298286956,2025-03-19,2026-03-19,62
23176,16751,Vehicle,17007.39089500276,2021-05-25,2022-05-25,107
23177,4928,Property,6862.67077216669,2021-04-10,2022-04-10,410
23178,3514,Vehicle,17572.756785357822,2022-10-26,2023-10-26,221
23179,1155,Health,15521.236352771388,2023-11-05,2024-11-04,70
23180,394,Vehicle,10931.35383748978,2020-01-02,2021-01-01,146
23181,15792,Vehicle,10899.482078455403,2021-04-07,2022-04-07,278
23182,23305,Vehicle,25666.186789284344,2023-11-23,2024-11-22,252
23183,17133,Vehicle,22228.48678434634,2025-08-27,2026-08-27,493
23184,14464,Vehicle,19727.864020403817,2025-04-22,2026-04-22,310
23185,20342,Property,6964.374371701446,2023-09-13,2024-09-12,455
23186,16345,Vehicle,21972.580223271336,2021-09-23,2022-09-23,104
23187,6778,Health,18605.685868113665,2025-12-30,2026-12-30,166
23188,11030,Vehicle,22519.782659281784,2021-12-24,2022-12-24,469
23189,9534,Vehicle,26415.510555370674,2025-04-10,2026-04-10,445
23190,1045,Vehicle,19795.90474076089,2023-02-07,2024-02-07,95
23191,12356,Vehicle,17835.17350592475,2023-02-08,2024-02-08,195
23192,24568,Vehicle,25948.278742683848,2020-07-14,2021-07-14,117
23193,18477,Vehicle,18254.18519674737,2025-02-10,2026-02-10,58
23194,7744,Vehicle,19935.662101013968,2025-05-13,2026-05-13,484
23195,7267,Vehicle,17113.983379729056,2020-01-14,2021-01-13,53
23196,22727,Vehicle,15268.955789116022,2020-07-15,2021-07-15,375
23197,12161,Health,18103.184836171837,2023-08-01,2024-07-31,267
23198,20960,Property,9286.38911815655,2023-05-19,2024-05-18,418
23199,14574,Vehicle,20134.226939318425,2023-08-11,2024-08-10,321
23200,11726,Vehicle,27639.681037905342,2021-06-26,2022-06-26,72
23201,21731,Vehicle,19841.639079737903,2020-02-16,2021-02-15,340
23202,21994,Vehicle,24714.18741440872,2023-10-06,2024-10-05,126
23203,16302,Vehicle,25589.84430944578,2025-11-24,2026-11-24,362
23204,20510,Vehicle,19012.98533896865,2025-01-30,2026-01-30,209
23205,18777,Property,15844.198988638942,2023-12-15,2024-12-14,42
23206,4925,Vehicle,13824.261621111968,2025-03-14,2026-03-14,298
23207,12136,Vehicle,18368.22029578256,2022-03-11,2023-03-11,482
23208,23564,Health,14971.661351307226,2022-01-30,2023-01-30,202
23209,24916,Vehicle,17703.143901173928,2025-10-27,2026-10-27,146
23210,695,Health,10815.366768401396,2023-07-06,2024-07-05,221
23211,22878,Health,18617.5290658456,2021-02-13,2022-02-13,295
23212,5997,Property,11457.214563240568,2020-06-29,2021-06-29,48
23213,14042,Health,15213.780996792952,2022-08-27,2023-08-27,496
